year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,died,diedCountry,diedCity,organizationName,organizationCountry,organizationCity
1992,literature,for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment,1,669,Derek Walcott,male,23-01-1930,Saint Lucia,Castries,3/17/2017,Saint Lucia,Gros-Islet,,,
1992,medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,2,447,Edwin G. Krebs,male,6/6/1918,USA,Lansing IA,12/21/2009,USA,Seattle WA,University of Washington,USA,Seattle WA
1992,medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,2,446,Edmond H. Fischer,male,6/4/1920,China,Shanghai,8/27/2021,USA,Seattle WA,University of Washington,USA,Seattle WA
1992,chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,1,277,Rudolph A. Marcus,male,21-07-1923,Canada,Montreal,0000-00-00,,,California Institute of Technology (Caltech),USA,Pasadena CA
1991,medicine,for their discoveries concerning the function of single ion channels in cells,2,444,Erwin Neher,male,20-03-1944,Germany,Landsberg,0000-00-00,,,Max Planck Institute for Biophysical Chemistry,Germany,Gottingen
1991,medicine,for their discoveries concerning the function of single ion channels in cells,2,445,Bert Sakmann,male,12/6/1942,Germany,Stuttgart,0000-00-00,,,Max Planck Institute for Medical Research,Germany,Heidelberg
1991,chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,1,276,Richard R. Ernst,male,14-08-1933,Switzerland,Winterthur,6/4/2021,Switzerland,Winterthur,Swiss Federal Institute of Technology (ETH Zurich),Switzerland,Zurich
1991,physics,for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers,1,141,Pierre-Gilles de Gennes,male,24-10-1932,France,Paris,5/18/2007,France,Orsay,College de France,France,Paris
1991,economics,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,1,707,Ronald H. Coase,male,29-12-1910,United Kingdom,Willesden,9/2/2013,USA,Chicago IL,University of Chicago,USA,Chicago IL
1991,literature,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,1,668,Nadine Gordimer,female,20-11-1923,South Africa,Springs,7/13/2014,South Africa,Johannesburg,,,
1991,peace,for her non-violent struggle for democracy and human rights,1,553,Aung San Suu Kyi ,female,19-06-1945,Myanmar,Yangon,0000-00-00,,,,,
1990,economics,for their pioneering work in the theory of financial economics,3,706,William F. Sharpe,male,16-06-1934,USA,Boston MA,0000-00-00,,,Stanford University,USA,Stanford CA
1990,economics,for their pioneering work in the theory of financial economics,3,705,Merton H. Miller,male,16-05-1923,USA,Boston MA,6/3/2000,USA,Chicago IL,University of Chicago,USA,Chicago IL
1990,economics,for their pioneering work in the theory of financial economics,3,704,Harry M. Markowitz,male,24-08-1927,USA,Chicago IL,6/22/2023,USA,San Diego CA,City University of New York,USA,New York NY
1990,literature,for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity,1,667,Octavio Paz,male,31-03-1914,Mexico,Mexico City,4/19/1998,Mexico,Mexico City,,,
1990,peace,for the leading role he played in the radical changes in East-West relations,1,552,Mikhail Gorbachev,male,2/3/1931,Russia,Privolnoye,8/30/2022,Russia,Moscow,,,
1990,medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,2,443,E. Donnall Thomas,male,15-03-1920,USA,Mart TX,10/20/2012,USA,Seattle WA,Fred Hutchinson Cancer Research Center,USA,Seattle WA
1990,medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease,2,442,Joseph E. Murray,male,1/4/1919,USA,Milford MA,11/26/2012,USA,Boston MA,Brigham and Women's Hospital,USA,Boston MA
1990,chemistry,for his development of the theory and methodology of organic synthesis,1,275,Elias James Corey,male,12/7/1928,USA,Methuen MA,0000-00-00,,,Harvard University,USA,Cambridge MA
1990,physics,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,3,140,Richard E. Taylor,male,2/11/1929,Canada,Medicine Hat Alberta,2/22/2018,USA,Stanford CA,Stanford University,USA,Stanford CA
1990,physics,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,3,139,Henry W. Kendall,male,9/12/1926,USA,Boston MA,2/15/1999,USA,Wakulla Springs State Park FL,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1990,physics,for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics,3,138,Jerome I. Friedman,male,28-03-1930,USA,Chicago IL,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1989,literature,for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability,1,666,Camilo Jose Cela,male,11/5/1916,Spain,Iria Flavia,1/17/2002,Spain,Madrid,,,
1989,physics,for the development of the ion trap technique,4,136,Hans G. Dehmelt,male,9/9/1922,Germany,Gorlitz,3/7/2017,USA,Seattle WA,University of Washington,USA,Seattle WA
1989,economics,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,1,703,Trygve Haavelmo,male,13-12-1911,Norway,Skedsmo,7/26/1999,Norway,Oslo,University of Oslo,Norway,Oslo
1989,peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,1,551,Lhamo Thondup,male,6/7/1935,China,Taktser,0000-00-00,,,,,
1989,medicine,for their discovery of the cellular origin of retroviral oncogenes,2,441,Harold E. Varmus,male,18-12-1939,USA,Oceanside NY,0000-00-00,,,University of California School of Medicine,USA,San Francisco CA
1989,medicine,for their discovery of the cellular origin of retroviral oncogenes,2,440,J. Michael Bishop,male,22-02-1936,USA,York PA,0000-00-00,,,University of California School of Medicine,USA,San Francisco CA
1989,chemistry,for their discovery of catalytic properties of RNA,2,274,Thomas R. Cech,male,8/12/1947,USA,Chicago IL,0000-00-00,,,University of Colorado,USA,Boulder CO
1989,chemistry,for their discovery of catalytic properties of RNA,2,273,Sidney Altman,male,7/5/1939,Canada,Montreal,4/5/2022,USA,Rockleigh NJ,Yale University,USA,New Haven CT
1989,physics,for the development of the ion trap technique,4,137,Wolfgang Paul,male,10/8/1913,Germany,Lorenzkirch,12/7/1993,Germany,Bonn,University of Bonn,Germany,Bonn
1989,physics,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,2,135,Norman F. Ramsey,male,27-08-1915,USA,Washington D.C.,11/4/2011,USA,Wayland MA,Harvard University,USA,Cambridge MA
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,3,272,Hartmut Michel,male,18-07-1948,Germany,Ludwigsburg,0000-00-00,,,Max Planck Institute for Biophysics,Germany,Frankfurt-on-the-Main
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,3,271,Robert Huber,male,20-02-1937,Germany,Munich,0000-00-00,,,Max Planck Institute for Biochemistry,Germany,Martinsried
1988,economics,for his pioneering contributions to the theory of markets and efficient utilization of resources,1,702,Maurice Allais,male,31-05-1911,France,Paris,10/9/2010,France,Paris,Ecole Nationale Superieure des Mines de Paris,France,Paris
1988,literature,who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind,1,665,Naguib Mahfouz,male,11/12/1911,Egypt,Cairo,8/30/2006,Egypt,Cairo,,,
1988,peace,for preventing armed clashes and creating conditions for negotiations,1,550,United Nations Peacekeeping Forces ,org,1948-00-00,,,,,,,,
1988,medicine,for their discoveries of important principles for drug treatment,3,439,George H. Hitchings,male,18-04-1905,USA,Hoquiam WA,2/27/1998,USA,Chapel Hill NC,Wellcome Research Laboratories,USA,Research Triangle Park NC
1988,medicine,for their discoveries of important principles for drug treatment,3,438,Gertrude B. Elion,female,23-01-1918,USA,New York NY,2/21/1999,USA,Chapel Hill NC,Wellcome Research Laboratories,USA,Research Triangle Park NC
1988,medicine,for their discoveries of important principles for drug treatment,3,437,Sir James W. Black,male,14-06-1924,Scotland,Uddingston,3/21/2010,,,London University King's College Hospital Medical School,United Kingdom,London
1988,chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,3,270,Johann Deisenhofer,male,30-09-1943,Germany,Zusamaltheim,0000-00-00,,,University of Texas Southwestern Medical Center at Dallas,USA,Dallas TX
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,3,134,Jack Steinberger,male,25-05-1921,Germany,Bad Kissingen,12/12/2020,Switzerland,Geneva,CERN,Switzerland,Geneva
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,3,133,Melvin Schwartz,male,2/11/1932,USA,New York NY,8/28/2006,USA,Twin Falls ID,Digital Pathways Inc.,USA,Mountain View CA
1988,physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,3,132,Leon M. Lederman,male,15-07-1922,USA,New York NY,10/3/2018,USA,Rexburg ID,Fermi National Accelerator Laboratory,USA,Batavia IL
1987,peace,for his work for lasting peace in Central America,1,549,Oscar Arias Sanchez,male,13-09-1940,Costa Rica,Heredia,0000-00-00,,,,,
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,3,268,Jean-Marie Lehn,male,30-09-1939,France,Rosheim,0000-00-00,,,Universite Louis Pasteur,France,Strasbourg
1987,economics,for his contributions to the theory of economic growth,1,701,Robert M. Solow,male,23-08-1924,USA,Brooklyn NY,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1987,literature,for an all-embracing authorship imbued with clarity of thought and poetic intensity,1,664,Joseph Brodsky,male,24-05-1940,Russia,St. Petersburg,1/28/1996,USA,New York NY,,,
1987,medicine,for his discovery of the genetic principle for generation of antibody diversity,1,436,Susumu Tonegawa,male,5/9/1939,Japan,Nagoya,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,Cambridge MA
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,3,269,Charles J. Pedersen,male,3/10/1904,South Korea,Pusan,10/26/1989,USA,Salem NJ,Du Pont,USA,Wilmington DE
1987,chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,3,267,Donald J. Cram,male,22-04-1919,USA,Chester VT,6/17/2001,USA,Palm Desert CA,University of California,USA,Los Angeles CA
1987,physics,for their important break-through in the discovery of superconductivity in ceramic materials,2,131,K. Alex Muller,male,20-04-1927,Switzerland,Basel,1/9/2023,Switzerland,Zurich,IBM Zurich Research Laboratory,Switzerland,Ruschlikon
1987,physics,for their important break-through in the discovery of superconductivity in ceramic materials,2,130,J. Georg Bednorz,male,16-05-1950,Germany,Neuenkirchen,0000-00-00,,,IBM Zurich Research Laboratory,Switzerland,Ruschlikon
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,3,264,Dudley R. Herschbach,male,18-06-1932,USA,"San Jose, CA",0000-00-00,,,Harvard University,USA,Cambridge MA
1986,economics,for his development of the contractual and constitutional bases for the theory of economic and political decision-making,1,700,James M. Buchanan Jr.,male,3/10/1919,USA,Murfreesboro TN,1/9/2013,USA,Blacksburg VA,Center for Study of Public Choice,USA,Fairfax VA
1986,literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,1,663,Wole Soyinka,male,13-07-1934,Nigeria,Abeokuta,0000-00-00,,,,,
1986,peace,for being a messenger to mankind: his message is one of peace atonement and dignity,1,548,Elie Wiesel,male,30-09-1928,Romania,Sighet,7/2/2016,USA,New York NY,,,
1986,medicine,for their discoveries of growth factors,2,435,Rita Levi-Montalcini,female,22-04-1909,Italy,Turin,12/30/2012,Italy,Rome,Institute of Cell Biology of the C.N.R.,Italy,Rome
1986,medicine,for their discoveries of growth factors,2,434,Stanley Cohen,male,17-11-1922,USA,Brooklyn NY,2/5/2020,USA,Nashville TN,Vanderbilt University School of Medicine,USA,Nashville TN
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,3,266,John C. Polanyi,male,23-01-1929,Germany,Berlin,0000-00-00,,,University of Toronto,Canada,Toronto
1986,chemistry,for their contributions concerning the dynamics of chemical elementary processes,3,265,Yuan T. Lee,male,19-11-1936,Taiwan,Hsinchu,0000-00-00,,,University of California,USA,Berkeley CA
1986,physics,for their design of the scanning tunneling microscope,4,129,Heinrich Rohrer,male,6/6/1933,Switzerland,Buchs,5/16/2013,Switzerland,Wollerau,IBM Zurich Research Laboratory,Switzerland,Ruschlikon
